,article_doi,Publication Year
ATC50341,10.1016/0022-2836(86)90327-X,1986
ATC50342,10.1007/s43207-022-00199-9,2022
ATC50343,10.1021/acsaem.1c01711,2021
ATC50344,10.1016/j.inoche.2021.108606,2021
ATC50345,10.1021/acsnano.0c04782,2020
ATC50346,10.1016/j.solener.2020.08.028,2020
ATC50347,10.1007/s00216-012-5975-x,2012
ATC50348,10.1093/plcell/koac257,2022
ATC50349,10.2147/IJN.S401319,2023
ATC50350,10.1016/j.giant.2022.100097,2022
ATC50351,10.1007/s40097-021-00402-z,2022
ATC50352,10.1111/j.1462-2920.2010.02302.x,2011
ATC50353,10.1016/j.seppur.2023.123168,2023
ATC50354,10.1155/2020/6664062,2020
ATC50355,10.1016/j.micpath.2022.105687,2022
ATC50356,10.1186/1471-2180-14-190,2014
ATC50357,10.1038/srep10138,2015
ATC50358,10.1016/j.ijbiomac.2021.04.175,2021
ATC50359,10.1016/j.ijpharm.2023.122883,2023
ATC50360,10.1039/c9sc06460e,2020
ATC50361,10.1186/1471-2180-11-239,2011
ATC50362,10.1139/O10-144,2010
ATC50363,10.1111/j.1365-2435.2009.01592.x,2009
ATC50364,10.1111/j.1365-3083.2007.01930.x,2007
ATC50365,10.1016/j.cej.2019.122582,2020
ATC50366,10.1016/j.carbpol.2020.115848,2020
ATC50367,10.1016/j.apmt.2023.101992,2023
ATC50368,10.1016/j.apsusc.2021.151821,2022
ATC50369,10.1016/j.ijbiomac.2017.10.138,2018
ATC50370,10.1016/j.plaphy.2016.11.011,2017
ATC50371,10.1016/j.ijbiomac.2018.08.153,2018
ATC50372,10.1007/s10854-016-5334-3,2016
ATC50373,10.1016/j.ijbiomac.2023.125052,2023
ATC50374,10.1016/j.biomaterials.2015.06.040,2015
ATC50375,10.1016/j.saa.2010.06.041,2010
ATC50376,10.1016/S0378-1119(02)00651-0,2002
ATC50377,10.1021/bc00030a009,1994
ATC50378,10.1007/s11240-014-0697-8,2015
ATC50379,10.1002/smll.202309680,2024
ATC50380,10.1007/s12355-024-01387-z,2024
ATC50381,10.1166/mex.2014.1202,2014
ATC50382,10.1016/j.carpta.2021.100159,2021
ATC50383,10.3390/polym13111743,2021
ATC50384,10.3390/agronomy13030771,2023
ATC50385,10.1007/s12221-017-7022-1,2017
ATC50386,10.1016/j.carbpol.2018.10.098,2019
ATC50387,10.1016/j.matchemphys.2018.01.048,2018
ATC50388,10.1007/s11032-008-9244-9,2009
ATC50389,10.5004/dwt.2010.1085,2010
ATC50390,10.1166/sam.2015.2173,2015
ATC50391,10.1016/j.envpol.2022.119320,2022
ATC50392,10.1021/acs.est.0c03767,2020
ATC50393,10.1021/jf902067k,2009
ATC50394,10.3892/mmr.2014.2283,2014
ATC50395,10.1007/s10535-013-0377-2,2014
ATC50396,10.3389/fpls.2015.01123,2016
ATC50397,10.1007/s13199-019-00628-0,2019
ATC50398,10.3791/5764,2016
ATC50399,10.1016/j.jhazmat.2020.122283,2020
ATC50400,10.1016/j.bbrc.2011.10.079,2011
ATC50401,10.1021/acsami.4c01846,2024
ATC50402,10.1007/s00253-024-13057-x,2024
ATC50403,10.5073/JABFQ.2022.095.005,2022
ATC50404,10.1007/s10535-007-0050-8,2007
ATC50405,10.1016/j.msec.2019.03.069,2019
ATC50406,10.1128/JB.00009-19,2019
ATC50407,10.1007/s00449-023-02940-y,2024
ATC50408,10.1016/j.ceja.2020.100036,2020
ATC50409,10.1016/j.chemosphere.2014.02.045,2014
ATC50410,10.1016/j.cplett.2021.138527,2021
ATC50411,10.1016/j.crfs.2024.100680,2024
ATC50412,10.1016/j.aca.2021.339349,2022
ATC50413,10.1111/jth.14789,2020
ATC50414,10.1021/acs.langmuir.6b00990,2016
ATC50415,10.1016/j.foodcont.2013.10.033,2014
ATC50416,10.1099/0022-1317-83-10-2367,2002
ATC50417,10.1016/j.indcrop.2019.04.014,2019
ATC50418,10.1016/j.actbio.2019.03.027,2019
ATC50419,10.1111/j.1462-2920.2012.02707.x,2012
ATC50420,10.1016/j.watres.2021.117196,2021
ATC50421,10.3389/fbioe.2021.638494,2021
ATC50422,10.1016/j.colsurfa.2019.124326,2020
ATC50423,10.2174/157341312802884373,2012
ATC50424,10.1007/s10616-007-9087-y,2007
ATC50425,10.2147/IJN.S395004,2023
ATC50426,10.1021/acsbiomaterials.8b00408,2018
ATC50427,10.1016/j.matdes.2022.110904,2022
ATC50428,10.1007/s10103-024-04020-3,2024
ATC50429,10.1016/j.ijpharm.2023.122621,2023
ATC50430,10.1039/c004133e,2010
ATC50431,10.7759/cureus.46003,2023
ATC50432,10.1021/acs.biomac.5b00359,2015
ATC50433,10.1002/jbm.a.37258,2021
ATC50434,10.3390/polym14163232,2022
ATC50435,10.3389/fmicb.2022.850084,2022
ATC50436,10.1016/j.cej.2018.08.083,2018
ATC50437,10.1016/j.canlet.2008.08.014,2009
ATC50438,10.1016/j.ceramint.2020.02.232,2020
ATC50439,10.1021/acsbiomaterials.0c01140,2020
ATC50440,10.1016/j.jbc.2021.100710,2021
ATC50441,10.1038/s41545-020-00089-9,2020
ATC50442,10.1021/acssuschemeng.0c03489,2020
ATC50443,10.1128/AEM.00788-20,2020
ATC50444,10.1007/s13205-020-02212-6,2020
ATC50445,10.1007/s10562-017-1979-7,2017
ATC50446,10.1002/adfm.200900782,2010
ATC50447,10.1016/j.eti.2022.102941,2022
ATC50448,10.1016/j.scitotenv.2016.11.149,2017
ATC50449,10.1007/s11998-022-00678-y,2023
ATC50450,10.1021/acsomega.1c04360,2021
ATC50451,10.1021/acsabm.9b00404,2019
ATC50452,10.1016/j.watres.2016.07.073,2016
ATC50453,10.1016/j.bios.2015.02.033,2015
ATC50454,10.1128/AAC.01830-09,2010
ATC50455,10.1177/096739110901700902,2009
ATC50456,10.1016/j.mycmed.2014.02.009,2014
ATC50457,10.1016/j.ijfoodmicro.2012.07.010,2012
ATC50458,10.1016/j.porgcoat.2022.106925,2022
ATC50459,10.1080/01694243.2018.1482735,2018
ATC50460,10.1007/s11581-017-2022-0,2017
ATC50461,10.1016/j.biomaterials.2013.12.009,2014
ATC50462,10.1021/acsabm.9b00833,2019
ATC50463,10.1007/s10853-018-2039-4,2018
ATC50464,10.1016/j.nbt.2011.09.005,2013
ATC50465,10.1179/174313209X380973,2009
ATC50466,10.1016/j.ejpb.2006.12.012,2007
ATC50467,10.1016/j.inoche.2023.110659,2023
ATC50468,10.1186/1465-9921-7-1,2006
ATC50469,10.1093/jas/skad362,2023
ATC50470,10.1039/d2tb00194b,2022
ATC50471,10.1016/j.biomaterials.2016.08.033,2016
ATC50472,10.1515/revac-2016-0004,2016
ATC50473,10.1177/08839115231207817,2023
ATC50474,10.1016/j.bios.2019.111862,2020
ATC50475,10.1016/j.surfcoat.2018.08.050,2018
ATC50476,10.1021/acs.iecr.7b02412,2017
ATC50477,10.2174/1871520617666170522124711,2017
ATC50478,10.1016/j.memsci.2015.05.048,2015
ATC50479,10.1016/j.jece.2022.107698,2022
ATC50480,10.1515/bmt-2018-0108,2020
ATC50481,10.1007/s13762-020-02736-7,2020
ATC50482,10.1002/bit.27273,2020
ATC50483,10.1208/s12249-016-0652-6,2017
ATC50484,10.1039/c9nr10675h,2020
ATC50485,10.1007/s11356-018-1351-5,2018
ATC50486,10.4161/hv.23064,2013
ATC50487,10.1007/s00253-017-8232-6,2017
ATC50488,10.1016/j.colsurfb.2015.03.038,2015
ATC50489,10.1007/s11483-013-9321-4,2014
ATC50490,10.1016/j.psj.2022.102021,2022
ATC50491,10.1116/1.4995605,2017
ATC50492,10.1016/j.jbiosc.2013.01.016,2013
ATC50493,10.1016/j.bios.2004.06.004,2005
ATC50494,10.1016/j.jes.2019.03.011,2019
ATC50495,10.3390/w14223769,2022
ATC50496,10.1021/acsomega.2c03937,2022
ATC50497,10.1021/acsnano.6b01370,2016
ATC50498,10.3109/09687688.2012.762125,2013
ATC50499,10.1016/j.bios.2007.08.011,2007
ATC50500,10.1166/mex.2023.2454,2023
ATC50501,10.1016/j.foodcont.2023.109850,2023
ATC50502,10.1016/j.tifs.2021.10.031,2021
ATC50503,10.1039/c7py01069a,2018
ATC50504,10.1039/c6ra03917k,2016
ATC50505,10.1016/j.seppur.2015.09.006,2015
ATC50506,10.1016/j.cej.2017.04.089,2017
ATC50507,10.1016/j.jscs.2022.101474,2022
ATC50508,10.3389/fmicb.2015.01369,2015
ATC50509,10.1186/s12866-016-0675-x,2016
ATC50510,10.1016/j.chemosphere.2019.124433,2019
ATC50511,10.1016/j.chroma.2014.02.014,2014
ATC50512,10.1016/j.apsusc.2010.09.005,2010
ATC50513,10.1186/s40168-023-01549-3,2023
ATC50514,10.1016/j.scitotenv.2021.146489,2021
ATC50515,10.1021/acs.analchem.7b05136,2018
ATC50516,10.1007/s10096-015-2543-2,2016
ATC50517,10.2174/1567201813666160512145625,2016
ATC50518,10.1016/j.memsci.2014.10.051,2015
ATC50519,10.1021/acsapm.3c02403,2023
ATC50520,10.1007/s12034-022-02694-5,2022
ATC50521,10.1016/j.virusres.2013.11.019,2014
ATC50522,10.3390/medicina59040811,2023
ATC50523,10.1021/acsbiomaterials.3c01255,2023
ATC50524,10.1016/j.molliq.2021.118333,2022
ATC50525,10.3390/c7040086,2021
ATC50526,10.1021/acsami.8b08949,2018
ATC50527,10.1128/AAC.01696-17,2018
ATC50528,10.1021/acs.nanolett.7b05464,2018
ATC50529,10.1016/j.watres.2017.09.061,2017
ATC50530,10.1007/s10126-017-9767-3,2017
ATC50531,10.1016/j.msec.2021.112534,2021
ATC50532,10.1016/j.gendis.2019.09.014,2021
ATC50533,10.1021/acscentsci.9b01104,2020
ATC50534,10.1016/j.micpath.2018.05.024,2018
ATC50535,10.1016/j.ibiod.2014.10.002,2014
ATC50536,10.1039/b807057a,2008
ATC50537,10.1180/claymin.2017.052.1.01,2017
ATC50538,10.1016/j.jiec.2022.09.018,2022
ATC50539,10.1021/acs.analchem.2c05193,2023
ATC50540,10.1039/d0ra06511k,2020
ATC50541,10.1016/j.memsci.2016.08.029,2016
ATC50542,10.1016/j.colsurfb.2012.04.032,2012
ATC50543,10.1021/acsami.2c03001,2022
ATC50544,10.1016/j.foodhyd.2023.108910,2023
ATC50545,10.1007/s10904-020-01491-z,2020
ATC50546,10.1002/cmdc.201600417,2016
ATC50547,10.1039/c3py00565h,2013
ATC50548,10.1155/2019/5819805,2019
ATC50549,10.1016/j.sjbs.2019.02.010,2019
ATC50550,10.1155/2023/2113151,2023
ATC50551,10.22207/JPAM.14.3.28,2020
ATC50552,10.1021/acsomega.0c03333,2020
ATC50553,10.21608/EJVS.2023.183051.1419,2023
ATC50554,10.3389/fimmu.2021.745625,2021
ATC50555,10.1016/j.inoche.2021.108945,2021
ATC50556,10.1016/j.mcat.2021.111467,2021
ATC50557,10.1016/j.micromeso.2018.08.031,2019
ATC50558,10.1021/acs.biomac.1c00119,2021
ATC50559,10.1038/s41598-019-50896-5,2019
ATC50560,10.1016/j.porgcoat.2022.107230,2023
ATC50561,10.1016/j.mtcomm.2021.102109,2021
ATC50562,10.1016/j.foodhyd.2019.105629,2020
ATC50563,10.1016/j.virusres.2023.199047,2023
ATC50564,10.1007/s11051-020-04870-2,2020
ATC50565,10.1016/j.apsusc.2017.02.097,2017
ATC50566,10.1039/c5ta00900f,2015
ATC50567,10.3791/4025,2011
ATC50568,10.1016/j.plaphy.2024.108788,2024
ATC50569,10.1016/j.ecoenv.2021.112695,2021
ATC50570,10.1016/S2095-3119(18)61953-7,2019
ATC50571,10.1007/s13399-021-01509-7,2023
ATC50572,10.1016/j.jtemb.2018.02.006,2018
ATC50573,10.1016/j.jhazmat.2020.124213,2021
ATC50574,10.1039/b922408d,2010
ATC50575,10.1021/bi500432r,2014
ATC50576,10.1111/febs.12803,2014
ATC50577,10.1093/aob/mcv191,2016
ATC50578,10.3390/horticulturae7120529,2021
ATC50579,10.1016/j.indcrop.2019.01.027,2019
ATC50580,10.3389/fpls.2022.989155,2022
ATC50581,10.1016/j.jviromet.2010.10.015,2011
ATC50582,10.1007/s11274-023-03853-4,2024
ATC50583,10.1007/s12010-022-04095-0,2022
ATC50584,10.1051/vetres/2010031,2010
ATC50585,10.1186/1476-9255-11-20,2014
ATC50586,10.1021/bi00185a002,1994
ATC50587,10.3390/antiox11112283,2022
ATC50588,10.1074/jbc.RA120.014530,2020
ATC50589,10.1021/acsabm.0c00093,2020
ATC50590,10.1111/j.1574-6941.2007.00382.x,2007
ATC50591,10.1016/j.envexpbot.2022.104943,2022
ATC50592,10.3390/ijms24065563,2023
ATC50593,10.1016/j.aquatox.2010.07.026,2010
ATC50594,10.1016/j.ijbiomac.2024.129539,2024
ATC50595,10.1021/bp050064j,2005
ATC50596,10.1159/000323887,2011
ATC50597,10.1128/IAI.00443-07,2007
ATC50598,10.1021/bi0509346,2005
ATC50599,10.1021/jacs.6b11011,2017
ATC50600,10.1111/j.1365-2672.2010.04918.x,2011
ATC50601,10.1128/IAI.61.12.5361-5373.1993,1993
ATC50602,10.1371/journal.pone.0295103,2024
ATC50603,10.1016/j.jmgm.2011.01.008,2011
ATC50604,10.1111/jam.12079,2013
ATC50605,10.1074/jbc.M606885200,2007
ATC50606,10.1128/CDLI.3.4.456-463.1996,1996
ATC50607,10.1007/BF00014931,1993
ATC50608,10.1073/pnas.94.19.10150,1997
ATC50609,10.1111/j.1365-2958.1991.tb01866.x,1991
ATC50610,10.14719/pst.2021.8.4.1245,2021
ATC50611,10.1016/j.watres.2021.117141,2021
ATC50612,10.1074/jbc.M114.583385,2014
ATC50613,10.1074/jbc.M311397200,2004
ATC50614,10.1016/j.jmb.2005.12.066,2006
ATC50615,10.1016/j.indcrop.2018.11.038,2019
ATC50616,10.1016/j.mimet.2016.08.015,2016
ATC50617,10.1371/journal.pone.0012999,2010
ATC50618,10.1021/bi9014538,2009
ATC50619,10.1016/S0168-1605(01)00744-9,2002
ATC50620,10.1111/1750-3841.16473,2023
ATC50621,10.1016/j.mcpro.2022.100233,2022
ATC50622,10.3892/mmr.2019.10050,2019
ATC50623,10.1039/c7nj01345k,2017
ATC50624,10.1016/j.apcata.2009.09.001,2009
ATC50625,10.1128/IAI.72.1.310-321.2004,2004
ATC50626,10.1016/j.freeradbiomed.2013.10.012,2014
ATC50627,10.1016/j.jaci.2005.02.012,2005
ATC50628,10.3390/metabo13080906,2023
ATC50629,10.1042/BJ20051667,2006
ATC50630,10.1021/acssuschemeng.3c07948,2024
ATC50631,10.1017/ice.2019.204,2019
ATC50632,10.1021/cg501772t,2015
ATC50633,10.1021/ic950754s,1996
ATC50634,10.1016/j.ijantimicag.2018.07.022,2018
ATC50635,10.1186/s12985-018-0919-5,2018
ATC50636,10.1007/s10646-015-1559-9,2015
ATC50637,10.1021/bi060094a,2006
ATC50638,10.1021/bi6024935,2007
ATC50639,10.1016/j.plasmid.2013.09.003,2013
ATC50640,10.1128/JB.175.14.4345-4353.1993,1993
ATC50641,10.2175/106143012X13373575831394,2013
ATC50642,10.3892/ijmm.2019.4345,2019
ATC50643,10.1016/j.watres.2016.01.040,2016
ATC50644,10.1074/jbc.270.34.19736,1995
ATC50645,10.1016/j.jes.2023.05.035,2024
ATC50646,10.1155/2020/7368483,2020
ATC50647,10.1016/j.seppur.2017.11.012,2018
ATC50648,10.1007/s00253-012-4324-5,2013
ATC50649,10.1002/2211-5463.12715,2019
ATC50650,10.1016/j.jinorgbio.2019.01.005,2019
ATC50651,10.1371/journal.pgen.1006629,2017
ATC50652,10.2527/jas.2010-2996,2011
ATC50653,10.1016/S0022-2836(02)00265-6,2002
ATC50654,10.1007/BF03166034,1991
ATC50655,10.1128/JB.00146-21,2021
ATC50656,10.1016/j.jes.2022.01.038,2022
ATC50657,10.1677/jme.0.0230189,1999
ATC50658,10.3389/fphys.2017.00317,2017
ATC50659,10.1074/jbc.M505259200,2005
ATC50660,10.1128/MCB.9.7.2881,1989
ATC50661,10.1021/acs.inorgchem.6b02459,2017
ATC50662,10.1002/jcc.20625,2008
ATC50663,10.3390/plants12233920,2023
ATC50664,10.1016/j.jmst.2023.04.076,2024
ATC50665,10.3390/ijms20184608,2019
ATC50666,10.1016/j.jmbbm.2022.105075,2022
ATC50667,10.1016/j.inoche.2023.111509,2023
ATC50668,10.5012/bkcs.2014.35.4.1169,2014
ATC50669,10.1016/j.molstruc.2017.06.120,2017
ATC50670,10.1016/j.apradiso.2010.04.031,2010
ATC50671,10.1007/s11033-019-05046-5,2019
ATC50672,10.1093/proeng/gzg004,2003
ATC50673,10.1007/s42114-022-00462-x,2022
ATC50674,10.1016/j.jwpe.2024.104979,2024
ATC50675,10.1034/j.1398-9995.2000.00315.x,2000
ATC50676,10.1039/c9en00338j,2019
ATC50677,10.1016/j.molliq.2019.111220,2019
ATC50678,10.3390/ani11123554,2021
ATC50679,10.1016/j.colsurfa.2024.133190,2024
ATC50680,10.1186/s12866-023-02758-4,2023
ATC50681,10.1016/j.molliq.2022.120750,2022
ATC50682,10.2147/IJN.S76023,2015
ATC50683,10.1002/aoc.6660,2022
ATC50684,10.1007/s12213-019-00116-0,2019
ATC50685,10.1016/j.scitotenv.2019.136387,2020
ATC50686,10.1016/j.vibspec.2018.11.005,2019
ATC50687,10.1039/c9gc00551j,2019
ATC50688,10.1016/j.scitotenv.2018.10.320,2019
ATC50689,10.1016/j.anifeedsci.2023.115817,2023
ATC50690,10.1016/j.tet.2018.10.054,2018
ATC50691,10.3390/molecules27113625,2022
ATC50692,10.1002/anie.202204234,2022
ATC50693,10.1111/jam.14975,2021
ATC50694,10.1016/j.jenvman.2018.04.064,2018
ATC50695,10.1016/j.chemosphere.2022.135810,2022
ATC50696,10.1016/j.jtemb.2022.127069,2022
ATC50697,10.2174/1570162X17666181206111859,2018
ATC50698,10.1186/s12896-024-00852-7,2024
ATC50699,10.2147/IJN.S37990,2012
ATC50700,10.1021/acs.jnatprod.8b01003,2019
ATC50701,10.1186/s12951-023-02209-2,2023
ATC50702,10.1111/j.1365-2893.2011.01559.x,2012
ATC50703,10.5004/dwt.2019.23741,2019
ATC50704,10.2134/jeq2018.01.0027,2018
ATC50705,10.1016/j.micromeso.2022.111994,2022
ATC50706,10.1017/S0016672306008287,2006
ATC50707,10.1016/j.cbpc.2017.03.005,2017
ATC50708,10.1016/j.ijbiomac.2023.127848,2024
ATC50709,10.3390/w11040816,2019
ATC50710,10.1002/adma.201907030,2020
ATC50711,10.1016/j.sajb.2022.03.052,2022
ATC50712,10.1039/d1cp03992j,2022
ATC50713,10.1039/c4ra04764h,2014
ATC50714,10.1039/d2bm01935c,2023
ATC50715,10.1002/smll.202205292,2023
ATC50716,10.1016/j.bioactmat.2022.11.002,2023
ATC50717,10.1038/s41598-017-02943-2,2017
ATC50718,10.1039/d1qm00936b,2022
ATC50719,10.1007/s10653-016-9852-y,2017
ATC50720,10.1016/j.apsusc.2021.152231,2022
ATC50721,10.1016/j.ijbiomac.2021.11.029,2021
ATC50722,10.1007/s10570-019-02925-9,2020
ATC50723,10.1016/j.msec.2016.07.040,2016
ATC50724,10.1016/j.jhazmat.2009.02.009,2009
ATC50725,10.1371/journal.pgen.1008928,2020
ATC50726,10.3389/fimmu.2023.1194912,2023
ATC50727,10.1186/s13071-022-05443-z,2022
ATC50728,10.1016/j.bbrc.2014.12.117,2015
ATC50729,10.1021/acsabm.2c00538,2022
ATC50730,10.1021/acsbiomaterials.8b00996,2019
ATC50731,10.1007/s40995-023-01462-2,2023
ATC50732,10.1021/ac300866u,2012
ATC50733,10.1016/j.postharvbio.2023.112461,2023
ATC50734,10.1021/acssuschemeng.0c05917,2020
ATC50735,10.1016/j.matchemphys.2024.129411,2024
ATC50736,10.1016/j.apsadv.2022.100337,2022
ATC50737,10.1111/hiv.13576,2024
ATC50738,10.1016/j.arabjc.2023.105228,2023
ATC50739,10.1016/j.envres.2023.116093,2023
ATC50740,10.2174/1570162X17666191121114522,2019
ATC50741,10.1016/j.heliyon.2021.e07961,2021
ATC50742,10.1007/s00412-013-0413-1,2013
ATC50743,10.1186/s12951-021-00885-6,2021
ATC50744,10.1016/j.plantsci.2021.111093,2021
ATC50745,10.1134/S1021443722060097,2022
ATC50746,10.1080/09540100903427314,2010
ATC50747,10.1016/j.jtherbio.2022.103195,2022
ATC50748,10.1007/s10725-007-9195-x,2007
ATC50749,10.1016/j.jallcom.2022.166953,2022
ATC50750,10.1016/j.memsci.2019.117641,2020
ATC50751,10.1016/j.surfin.2022.102468,2022
ATC50752,10.1088/1361-6528/ac85f2,2022
ATC50753,10.1039/d3bm01257c,2024
ATC50754,10.1016/j.matchemphys.2024.129085,2024
ATC50755,10.1038/s41598-021-01425-w,2021
ATC50756,10.1016/j.ultramic.2023.113909,2024
ATC50757,10.3389/fbioe.2020.00986,2020
ATC50758,10.1021/acsami.3c13843,2024
ATC50759,10.1016/j.ultsonch.2021.105648,2021
ATC50760,10.1016/j.jhazmat.2015.02.061,2015
ATC50761,10.1016/j.cej.2018.03.145,2018
ATC50762,10.1016/j.vaccine.2018.07.032,2018
ATC50763,10.1016/j.matdes.2021.109788,2021
ATC50764,10.1038/srep38064,2016
ATC50765,10.1039/d4an00488d,2024
ATC50766,10.1016/j.jorganchem.2017.10.027,2017
ATC50767,10.1039/c5ra18960h,2015
ATC50768,10.1016/j.matdes.2021.109584,2021
ATC50769,10.1039/c8ra03716g,2018
ATC50770,10.1016/j.molstruc.2021.132153,2022
ATC50771,10.1007/s12633-021-01544-z,2022
ATC50772,10.1016/j.apsusc.2021.149751,2021
ATC50773,10.1016/j.msec.2010.10.005,2011
ATC50774,10.3390/microorganisms11112672,2023
ATC50775,10.1016/j.crfs.2024.100704,2024
ATC50776,10.1016/j.heliyon.2019.e01872,2019
ATC50777,10.1016/j.ejpb.2018.04.019,2018
ATC50778,10.1002/smtd.202301428,2024
ATC50779,10.1016/j.matchemphys.2022.126936,2023
ATC50780,10.1177/15589250211005760,2021
ATC50781,10.3390/w11051108,2019
ATC50782,10.1021/acssuschemeng.6b00979,2016
ATC50783,10.1039/c6ta03205b,2016
ATC50784,10.1039/d3sd00026e,2023
ATC50785,10.1016/j.cej.2020.125562,2020
ATC50786,10.1021/acs.jpcb.8b12168,2019
ATC50787,10.1208/s12249-021-02189-2,2021
ATC50788,10.2174/1570178613666160224005811,2016
ATC50789,10.1104/pp.109.146936,2010
ATC50790,10.1016/j.colsurfa.2023.132476,2023
ATC50791,10.1128/JVI.00914-16,2016
ATC50792,10.1093/tas/txae045,2024
ATC50793,10.1007/s00709-022-01817-3,2023
ATC50794,10.1016/j.ica.2022.120892,2022
ATC50795,10.1021/acsabm.2c00369,2022
ATC50796,10.1021/acs.langmuir.5b01034,2015
ATC50797,10.1016/j.chemgeo.2014.08.011,2014
ATC50798,10.1128/mSphere.00080-19,2019
ATC50799,10.1039/d3nj00446e,2023
ATC50800,10.1016/j.jece.2021.106085,2021
ATC50801,10.1002/jbm.b.31784,2011
ATC50802,10.1016/j.chemosphere.2021.133072,2022
ATC50803,10.3390/ijms18081732,2017
ATC50804,10.1007/s00705-005-0589-7,2005
ATC50805,10.1007/s00248-009-9632-7,2010
ATC50806,10.1016/j.molimm.2006.03.012,2007
ATC50807,10.1016/j.anifeedsci.2005.04.052,2005
ATC50808,10.1016/j.bbrc.2022.11.005,2022
ATC50809,10.3390/molecules20045698,2015
ATC50810,10.1016/j.cej.2021.129266,2021
ATC50811,10.1016/j.aquatox.2014.05.005,2014
ATC50812,10.1002/fsn3.2679,2022
ATC50813,10.1016/j.actbio.2023.09.015,2023
ATC50814,10.1016/j.surfcoat.2021.127384,2021
ATC50815,10.1021/acsnano.0c07740,2021
ATC50816,10.1016/j.jddst.2024.105789,2024
ATC50817,10.1039/d0an01753a,2020
ATC50818,10.1186/s40168-015-0141-2,2015
ATC50819,10.1016/j.actbio.2016.04.015,2016
ATC50820,10.1186/s13578-022-00865-9,2022
ATC50821,10.1186/s12934-024-02400-6,2024
ATC50822,10.1021/acsnano.2c02938,2022
ATC50823,10.1080/21655979.2017.1323593,2017
ATC50824,10.3390/antiox11081601,2022
ATC50825,10.1155/2022/7365931,2022
ATC50826,10.3389/fchem.2022.1053532,2022
ATC50827,10.1016/j.peptides.2014.01.026,2014
ATC50828,10.1016/j.microc.2023.109732,2024
ATC50829,10.1186/s12866-022-02532-y,2022
ATC50830,10.1021/acsestwater.1c00427,2022
ATC50831,10.1186/1477-3155-9-31,2011
ATC50832,10.1002/ece3.10593,2023
ATC50833,10.1007/s11274-021-03190-4,2022
ATC50834,10.1016/j.porgcoat.2020.105907,2020
ATC50835,10.34172/apb.2021.055,2021
ATC50836,10.33263/BRIAC124.54165430,2022
ATC50837,10.3390/plants11233211,2022
ATC50838,10.1002/smsc.202300126,2023
ATC50839,10.1016/j.surfin.2022.102078,2022
ATC50840,10.1016/j.jconhyd.2022.103954,2022
ATC50841,10.5187/jast.2022.e2,2022
ATC50842,10.1016/j.snb.2018.01.193,2018
ATC50843,10.1063/1.4917244,2015
ATC50844,10.1021/acsnano.4c00668,2024
ATC50845,10.1016/j.watres.2019.04.046,2019
ATC50846,10.1016/j.jcis.2018.07.126,2019
ATC50847,10.1021/jacs.8b07601,2018
ATC50848,10.1089/sur.2014.093,2015
ATC50849,10.1016/j.bios.2014.02.035,2014
ATC50850,10.1186/1475-2859-7-34,2008
ATC50851,10.1007/s12668-021-00918-2,2022
ATC50852,10.1016/j.optlastec.2024.110783,2024
ATC50853,10.3389/fvets.2023.1218025,2023
ATC50854,10.3389/fchem.2018.00657,2019
ATC50855,10.1186/s13568-017-0344-y,2017
ATC50856,10.1039/c5cp02306h,2015
ATC50857,10.1016/j.molstruc.2024.138208,2024
ATC50858,10.1016/j.apcatb.2017.12.051,2018
ATC50859,10.1016/j.foodcont.2019.106757,2020
ATC50860,10.1016/j.bioactmat.2018.02.002,2018
ATC50861,10.3390/cryst11121451,2021
ATC50862,10.1002/bit.26565,2018
ATC50863,10.1016/j.chemosphere.2015.04.068,2015
ATC50864,10.1016/j.bios.2013.07.009,2014
ATC50865,10.1053/j.gastro.2023.06.028,2023
ATC50866,10.1016/j.jddst.2023.104973,2023
ATC50867,10.1088/1361-6528/ad1056,2024
ATC50868,10.1016/j.colsurfa.2024.133362,2024
ATC50869,10.1016/j.saa.2022.121098,2022
ATC50870,10.1016/j.memsci.2013.03.041,2013
ATC50871,10.3390/jmse9090943,2021
ATC50872,10.1039/c7ra04459c,2017
ATC50873,10.1039/c5ra13301g,2015
ATC50874,10.1016/j.biomaterials.2008.08.030,2008
ATC50875,10.1007/s00449-018-1904-5,2018
ATC50876,10.3389/fmicb.2022.1001865,2022
ATC50877,10.2147/IJN.S168081,2018
ATC50878,10.1007/s00216-011-5327-2,2011
ATC50879,10.3389/fmicb.2023.1198473,2023
ATC50880,10.1016/j.jphotobiol.2017.07.030,2017
ATC50881,10.22038/IJBMS.2021.52852.11917,2021
ATC50882,10.1016/j.chroma.2013.11.059,2014
ATC50883,10.1016/j.hpj.2023.02.004,2024
ATC50884,10.1016/j.scienta.2007.11.003,2008
ATC50885,10.1016/j.fbio.2023.102547,2023
ATC50886,10.1039/d2lc00481j,2022
ATC50887,10.1021/ac301552e,2012
ATC50888,10.1016/j.ibiod.2012.02.001,2012
ATC50889,10.1107/S0021889806049491,2007
ATC50890,10.1016/j.pep.2024.106444,2024
ATC50891,10.1002/adfm.202309256,2024
ATC50892,10.1016/j.dental.2017.06.010,2017
ATC50893,10.1039/c7bm00693d,2017
ATC50894,10.1007/s00425-022-03837-y,2022
ATC50895,10.1016/j.cej.2023.146092,2023
ATC50896,10.3390/antiox12101838,2023
ATC50897,10.1080/15592324.2024.2328891,2024
ATC50898,10.3390/coatings13010088,2023
ATC50899,10.1016/j.actbio.2020.07.062,2020
